,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
4439,14-647,Which is true,"{'text': array(['an anemometer would measure a tropic front',
       'an anemometer would measure thunder',
       'an anemometer would measure a rainbow',
       'an anemometer would measure a lightning bolt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an anemometer is used to measure wind speed,0.8,1.4,7b06152ffc
4440,14-649,What time are you most likely to see a rainbow,"{'text': array(['10:00 A.M.', '9:00 P.M.', '3 A.M.', 'Midnight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,sunlight and rain can cause a rainbow,1.0,2.0,fce83d330e
4441,14-651,Why might a polar bear grow white hair?,"{'text': array(['blend in', 'stand out', 'random', 'look fancy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the arctic environment is cold in temperature from being at a northern lattitude below 0 degrees celsius during most of the year,1.0,2.0,52dbc5c7af
4442,14-655,As the earth glides from winter into spring you will witness,"{'text': array(['leaves growing', 'blizzards', 'bears starting hibernation',
       'leaves turning orange'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,temperature changing can cause phase changes,1.0,2.0,dc78319bb0
4443,14-656,Which of the following actions can make electrical energy brighten your room?,"{'text': array(['Clap on!', 'Jumping in place', 'Turning a doorknob',
       'Rubbing your nose'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a light bulb converts electrical energy into light energy when it is turned on,1.0,1.6,474293f37c
4444,14-658,Which is an electrical energy conductor?,"{'text': array(['cobalt', 'plastic', 'concrete', 'mahogany'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,metal is an electrical energy conductor,1.0,2.0,fceb6ad063
4445,14-659,This object in your pocket is the most likely to shock you,"{'text': array(['your phone', 'your credit card', 'your library card',
       'your wallet'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,metal is an electrical energy conductor,1.0,2.0,7b06152ffc
4446,14-661,If I wanted to build endurance I could,"{'text': array(['cycling to Publix', 'eat more food', 'sleep all day',
       'only eat pizza'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,exercise has a positive impact on a body 's strength,0.8,1.4,cee82219a0
4447,14-664,An example of combining two substances is,"{'text': array(['pouring queso into guacamole', 'setting a laptop on a desk',
       'building a roof on a house', 'putting clothes in a suitcase'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of combining two substances is pouring one substance into the other substance,1.0,2.0,7189327f06
4448,14-665,A plant needing to photosynthesize will best be able to,"{'text': array(['in a roofless room', 'in a cardboard box', 'in a windowless room',
       'in a car with tinted windows'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a plant requires sunlight for photosynthesis,0.8,2.0,b356d338b7
4449,14-667,"If a being is moving regularly, then that being is","{'text': array(['hardly healthy', 'probably strong', 'about to die',
       'making little motion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,exercise has a positive impact on a human 's health,0.8,1.4,b356d338b7
4450,14-668,What kind of impact does exercise have on a humans health?,"{'text': array(['terrible', 'low', 'skyrocketing', 'bad'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,exercise has a positive impact on a human 's health,0.8,1.2,1e6dc77bb6
4451,14-669,Animals help with seed dispersal due to the seeds from the fruit they eat being,"{'text': array(['expelled via excrement', 'smiled', 'expelled from school',
       'kicked'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of seed dispersal is is an animal gathering seeds,1.0,2.0,bdb4135787
4452,14-670,"f a plant shows up in a new place, what might have happened?","{'text': array(['the plant is able to relocate itself',
       'it spontaneously appeared there',
       'its cased embryo have been dispersed',
       'it walked to the new place'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of seed dispersal is is an animal gathering seeds,1.0,2.0,52dbc5c7af
4453,14-671,A creature that is a biped and which regularly uses tools will occasionally enjoy munching on,"{'text': array(['kettle shards', 'old feces', 'chia seeds', 'hard rocks'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,humans sometimes eat seeds,0.8,1.6,b356d338b7
4454,14-672,Humans sometimes eat what?,"{'text': array(['air', 'kernels', 'ocean water', 'rocks'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,humans sometimes eat seeds,1.0,2.0,1e6dc77bb6
4455,14-673,specialized tissues at the ends of plant stems are used for growing taller by what?,"{'text': array(['boots', 'people', 'animals', 'flora'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,specialized tissues at the ends of plant stems are used for growing taller by plants,0.8,1.6,1e6dc77bb6
4456,14-674,Which most likely requires the aid of specialized tissues at the ends of stems?,"{'text': array(['human assisted space travel', 'the quick growth of bamboo',
       'cats digging with their claws', 'the slow growth of mammals'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,specialized tissues at the ends of plant stems are used for growing taller by plants,0.8,1.6,7b06152ffc
4457,14-676,a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its what?,"{'text': array(['home', 'younglings', 'animals', 'pets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring,1.0,2.0,1e6dc77bb6
4458,14-677,The dust bowl happened because of,"{'text': array(['two football teams', 'bowling pins', 'sweeping reform',
       'unsustainable farming practice'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,humans changing an environment sometimes causes that environment to be destroyed,1.0,2.0,7c933a44d8
4459,14-681,Max mixed some orange flavored powder in a glass of water until there it was dissolved. His sister tasted it and it tasted like,"{'text': array(['cola', 'dark chocolate milk', 'a citrus fruit',
       'lemons and apples'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,dissolving a substance in water causes the water to taste like that substance,1.0,2.0,3f32b550f3
4460,14-682,A dog can breathe,"{'text': array(['under an ocean', 'out in space', 'in a church',
       'in a sarcophagus'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an animal requires oxygen for to breathe,0.8,1.8,7c933a44d8
4461,14-683,"Animals are just like humans in that if they run out of oxygen, breathing is impossible and","{'text': array(['They will perish', 'they will type.', 'they will program',
       'they will Laugh'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an animal requires oxygen for to breathe,1.0,2.0,bdb4135787
4462,14-684,Which is the likeliest part of a pencil to have been mined?,"{'text': array(['the wood', 'the ink', 'the rubber', 'the lead'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,pencil lead contains mineral graphite,1.0,2.0,7b06152ffc
4463,14-685,"When writing with an instrument one sharpens, the leftovers when pressed to paper is","{'text': array(['a squid', 'glowing', 'a mineral', 'bright white'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pencil lead contains mineral graphite,1.0,1.4,b356d338b7
4464,14-686,A seismograph is a kind of tool for measuring the size of,"{'text': array(['rivers', 'home planet tremors', 'volcanic activity', 'lakes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a seismograph is a kind of tool for measuring the size of an earthquake,0.8,2.0,78e0a411ed
4465,14-687,What property of waves matter when the ground shakes?,"{'text': array(['amplitude', 'fish scales', 'oscillation', 'ground water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a seismograph is a kind of tool for measuring the size of an earthquake,0.8,1.4,7c933a44d8
4466,14-689,Who stalks dragonflies south?,"{'text': array(['clouds', 'electricity', 'kestrels', 'polar bears'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,migration is when animals move themselves from a cooler climate to a warmer climate for the winter,0.8,2.0,7c933a44d8
4467,14-691,What is changed when an object is painted?,"{'text': array(['chemical makeup', 'light absorption', 'sunshine', 'rust'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,painting an object a color causes that object to be that color,0.8,1.8,597e8fde0e
4468,14-692,Marble is unable to form while lava,"{'text': array(['is still hot', 'hardens', 'cools down', 'offends the volcano'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,minerals are formed from magma cooling,0.8,1.6,7c933a44d8
4469,14-693,"You are hiking up the side of an inactive volcano, what are you most likely to find?","{'text': array(['Mercury', 'Diamonds', 'Minerals', 'Gold'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,minerals are formed from magma cooling,0.8,1.6,fce83d330e
4470,14-694,Which substance is likely present for the birth of a mountain?,"{'text': array(['venom', 'peat', 'magma', 'sunlight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,mountains are formed by volcanoes,1.0,2.0,7b06152ffc
4471,14-695,"Volcanoes, have a","{'text': array(['Esophagus', 'Camels', 'Emotional experience', 'Cigarettes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,mountains are formed by volcanoes,0.8,1.2,cee82219a0
4472,14-699,"Above your head, the daylight sky is gloomy and dark, despite the hour of day. The wisest thing to bring with you on this summer afternoon is","{'text': array(['a bikini', 'a picnic lunch', 'garden shears', 'an umbrella'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,grey clouds are a source of precipitation,1.0,2.0,b356d338b7
4473,14-700,Visibility while driving is decreased by bad what?,"{'text': array(['local forecasts', 'roads', 'music', 'trees'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,bad weather decreases visibility while driving,0.8,1.4,1e6dc77bb6
4474,14-701,Driving during a snow storm or strong thunderstorm is a bad idea because bad weather makes it,"{'text': array(['harder to see', 'Easier to see', 'able to fly', 'glasses'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,bad weather decreases visibility while driving,1.0,2.0,bdb4135787
4475,14-702,_____ tide is a stage in the tide cycle process that surfers like the best,"{'text': array(['low', 'mud', 'high', 'earthy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,high tide is a stage in the tide cycle process,1.0,2.0,7b06152ffc
4476,14-704,"As the hours tick passed noon and the day warms, the cottage living room will","{'text': array(['match the outdoors', 'chill down', 'be cool', 'lower temperature'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as temperature during the day increases , the temperature in an environment will increase",0.8,1.6,b356d338b7
4477,14-705,Without this a sword would be made of wood,"{'text': array(['safety regulations', 'ice', 'ore', 'cheap labor'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,rocks often contain large amounts of metal,0.8,1.6,dc78319bb0
4478,14-707,Which makes a sound when you interact with it?,"{'text': array(['something invented by Pasteur',
       'something invented by van Leeuwenhoek',
       'something invented by Sax', 'something invented by Galileo'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,musical instruments make sound when they are played,0.8,1.2,be7a45e47c
4479,14-709,With the addition of thrusters your forward momentum will,"{'text': array(['stop', 'increase', 'decrease', 'stall'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a force continually acting on an object in the same direction that the object is moving can cause that object 's speed to increase in a forward motion,1.0,2.0,dc78319bb0
4480,14-711,A reflector is used to reflect,"{'text': array(['dirt', 'sunbeams', 'cosmic dust', 'solar heat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the moon reflects sunlight towards the Earth,1.0,2.0,52dbc5c7af
4481,14-712,Who'd be able to see a rose is pink at night?,"{'text': array(['rocks', 'the Rio Grande', 'a beeping sound', 'lemurs'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the moon reflects sunlight towards the Earth,1.0,2.0,7c933a44d8
4482,14-714,Which is hotter?,"{'text': array([""the snow on one's car"", 'a recently used iron',
       'a rainbow sherbet cone', 'a cup of iced tea'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a hot substance is a source of heat,1.0,2.0,7b06152ffc
4483,14-717,The people who live after you will appreciate it if you take your glass bottles and,"{'text': array(['throw them', 'break them', 'reuse them', 'shatter them'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,recycling resources has a positive impact on the environment,1.0,2.0,7c933a44d8
