id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
10-1026,"A comet is falling from the sky, a boy is watching and can tell that the light is brightest","{'text': array(['when it is far away', 'when it is under water',
       'when it is upside down', 'when it is about to crash'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as a source of light becomes closer , that source will appear brighter",1.0,1.8,b356d338b7,91
12-820,If you're looking for the rock between the 2nd and the 4th from our star you are looking for,"{'text': array(['uranus', 'earth', 'jupiter', 'pluto'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,Earth is the planet that is third closest to the Sun,0.8,1.6,dc78319bb0,92
14-1284,A lizard that passed away centuries ago may be viewed most easily today in some ways through,"{'text': array(['globes', 'mirrors', 'telescopes', 'sediment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of a fossil is a footprint in a rock,0.8,1.6,b356d338b7,92
13-891,"if a person wanted to hunt down some deer, which of these would be the wrong place to visit?","{'text': array(['the local hunting reservation', 'a known national reservation',
       'an uncharted wilderness region', 'a natural unregulated forest'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,national parks limit hunting,0.8,1.4,cf7109905e,92
10-309,What can be found on the lunar surface and has been there for thousands or millions of years?,"{'text': array(['mountains', 'cheese', 'the lunar rover', 'large lakes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the surface of the Moon contains mountains,1.0,1.6,3f32b550f3,93
13-391,All the food in the fridge is warm on a remote farm with a windmill. The most likely cause is,"{'text': array([""it's a very windy day"", 'someone put a heat lamp in the fridge',
       ""it's a windless day"", ""it's a warm day""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a windmill converts wind energy into electricity,0.8,2.0,77e0532fb7,93
12-245,A reason there is so much debris and damage during tornadoes is due to rocks that are getting,"{'text': array(['broken apart', 'eaten', 'evaporated', 'stolen'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,breaking apart rocks can cause debris,1.0,1.8,52dbc5c7af,93
7-1110,"A dog can learn how to do something that it is taught to do, called learned behavior, such as","{'text': array(['eat food when it is hungry',
       'lean back and accept having nails trimmed',
       'bark when it wants to', 'urinate when its bladder is full'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if an animal is trained to do something then that something is a learned behavior,0.8,1.2,b356d338b7,93
12-1139,"if these animals were planetary bodies, which of them would have the most gravitational pull?","{'text': array(['a bull on the couch', 'a mouse in the wall', 'a duck in the pond',
       'a dog in the field'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the mass of a planet causes the pull of gravity on that planet,1.0,1.4,cf7109905e,93
1792,"At high elevations, there is little risk of flooding, but at low elevations, what will happen?","{'text': array(['water damage will be more apparent',
       'flood damage will be decreased',
       'flooding will be less of a risk', 'more floodwater will be clean'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as elevation of a place decreases , how much a flood will affect that place will increases",1.0,2.0,b356d338b7,94
13-677,"If a handheld cylinder is allowing people to see in the forest after dusk, then the item likely","{'text': array(['needs a blanket', 'is a stone', 'hooks to outlets',
       'uses knitting needles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a flashlight requires a source of electricity to produce light,0.8,1.6,b356d338b7,95
13-129,"After seeing her give birth, the zookeepers discovered that Harry the ____ was actually a girl.","{'text': array(['hen', 'hotcake', 'healfish', 'hare'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,mammals give birth to live young,0.8,1.6,7b06152ffc,95
11-673,Seals which return to where they were born display reproductive behavior by using that space to,"{'text': array(['hunt squirrel', 'retrieve eggs', 'birth young', 'kill birds'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of a reproductive behavior is salmon returning to their birthplace to lay their eggs,0.8,1.8,b356d338b7,95
13-348,"if a book was intact on the desk in the morning, but in shreds in the afternoon, what happened?","{'text': array(['it had spontaneous combustion', 'the book was made of plastic',
       'it underwent a tearing process', 'the book committed suicide'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,tearing means changing a whole into pieces,1.0,2.0,cf7109905e,95
11-521,"A pot of cold water, with heat now applied, may be noted to have reached its boiling point when","{'text': array(['bubbles are seen', 'food is cold', 'water is warm',
       'salt is added'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,boiling point means temperature above which a liquid boils,1.0,1.6,b356d338b7,95
13-338,refraction is when light bends and when it stops producing light after hitting something its its,"{'text': array(['sleeping', 'smelting', 'absorbtion', 'cooking'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,refraction is when light bends,1.0,2.0,6240cdfd8d,96
12-259,All of the following might be found on the natural satellite orbiting our planet excluding what?,"{'text': array(['H2O', 'rocks', 'dust', 'footprints'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the moon does not contain water,0.8,2.0,3f32b550f3,96
13-1006,a retailer gets an order of aluminum delivered weekly. Where is the aluminum likely coming from?,"{'text': array(['it is coming from a school', 'it is coming from a mystery place',
       'it is coming from santa claus', 'it is coming from a merchant'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a source of something supplies that something,1.0,2.0,cf7109905e,96
11-500,"A compass arrow points north, to the right of a person. If the person wants to go west, the would","{'text': array(['turn around', 'go straight', 'go left', 'go right'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the floating arrow on a compass always points towards the north,0.8,1.8,b356d338b7,97
10-191,A person wanting to protect humans from electrocution through wire contact would wrap the wire in,"{'text': array(['a tin can barrier', 'a metal beam with steel',
       'a copper rope with barbs', 'a log filled with sawdust'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,wood is an electrical energy insulator,0.8,1.2,b356d338b7,97
12-52,"If a sand grain is in a tree house unexpectedly, a likely culprit responsible for its movement is","{'text': array(['ghosts', 'gales', 'spirits', 'angels'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,wind carries sand from one place to another place,1.0,2.0,b356d338b7,97
7-507,Some animals build a structure called a house for their own species to live in.  This animal is a,"{'text': array(['rodent', 'reptile', 'carnivore', 'primate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,some humans live in houses,1.0,1.2,7189327f06,97
10-197,A field of flowers has pollen filled flowers. The most likely thing to do the seed spread would be,"{'text': array(['striped falcons', 'human children', 'wild boars',
       'avian creature'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"when pollen sticks to a hummingbird , that pollen will move to where the hummingbird moves",1.0,0.5,52dbc5c7af,98
10-375,"Above a stove, where a pot of water boils, is a hood. The steam from the pot rises to the hood and","{'text': array(['gathers up', 'burns up dry', 'freezes solid', 'makes zero sense'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,beads of water are formed by water vapor condensing,0.83,2.0,b356d338b7,98
7-909,"As I search among classifications, its groupings of materials, and properties, I may be looking for","{'text': array(['hydrogen peroxide', 'aspirin', 'vitamins', 'petroleum jelly.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,classifying means grouping materials by their properties,0.8,0.6,fd3aeffe8c,99
681,"If you fly from Europe to Australia in December, when you arrive you will most likely want to wear:","{'text': array(['heavy coat', 'mittens', 'shorts', 'ski mask'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,winter in the Northern Hemisphere is during the summer in the Southern Hemisphere,1.0,2.0,f7d731ac07,99
11-168,"A person using a compass knows that the needle points north, so the person wanting to go south will","{'text': array(['walk towards where the needle points',
       'walk opposite where the needle points',
       'walk away from the compass', 'forget to use the compass'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a compass is a kind of tool for determining direction by pointing north,1.0,1.8,b356d338b7,99
8-433,What could be put on a wall so that a neighbor stops complaining about your guitar playing at night?,"{'text': array(['paint', 'wallpaper', 'carpet', 'curtains'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,carpet absorbs sound,0.8,1.0,e57e0b59c9,100
10-329,A bucket of hot water has steam rolling off of it. The steam collects on the sides of the bucket and,"{'text': array(['melts', 'fries', 'pools', 'glows'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,condensing causes a liquid to form,1.0,1.5,b356d338b7,100
14-249,"Lifting weights damages your cells, so in order for them to be repaired and grow bigger, you need to","{'text': array(['consume meat products', 'nothing', 'die', 'fly away'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,protein is used to repair cells by the human body,1.0,1.8,bdb4135787,100
10-142,"Birds give birth to their babies while still in an egg. Mammals, however, give birth to their babies","{'text': array(['scrambled', 'already alive', 'dead', 'Old'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,mammals give birth to live young,1.0,2.0,bdb4135787,100
10-825,"A puppy wakes up and needs to to for a walk. In order to have the ability to do this, he will require","{'text': array(['pebbles', 'lunch', 'toys', 'wheels'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,an animal requires energy to move,1.0,0.4,b356d338b7,101
12-653,"When the amount of food goes down, the amount of conflict between the organisms searching for it will","{'text': array(['nothing.', 'remain the same', 'go down', 'go up'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as the population of prey decreases , competition between predators will increase",1.0,2.0,bdb4135787,101
13-651,Seals have an instinct to give birth in the same area every year. Where do seals give birth normally?,"{'text': array(['Jupiter', 'space', 'waterfronts', 'houses'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,seals every year return to the same beaches to give birth,1.0,2.0,bdb4135787,101
11-79,"An iris may have trouble thriving in an arid location, or even in a frozen location, because it needs","{'text': array(['to be dried and preserved', 'a certain climate to boom',
       'a bucket of ice water', 'to be buried in snow'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a plant requires a specific climate to grow and survive,1.0,2.0,b356d338b7,101
