Unnamed: 0,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
2065,11-28,Un vent dur soufflant à l'arrière d'un vélo qui est en train d'être claqué vers l'avant,"{'text': array(['faites-le arrêter', 'accélérer', 'ralentissez', 'faites sauter'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,force provoque la vitesse d'un objet à augmenter,1.0,1.8,b356d338b7
2066,11-29,"Un pot d'eau est prêt à cuire les nouilles quand il est bouillant, comme indiqué par","{'text': array(['goût salé', ""odeur d'eau"", 'production de bulles', 'eau fraîche'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,ébullition lorsque les liquides sont chauffés au-dessus de leur point d'ébullition,1.0,2.0,b356d338b7
2067,11-30,Quel serait le plus rapide ?,"{'text': array([""l'oiseau le plus rapide du monde"",
       'le sprinter le plus rapide du monde',
       ""la lumière d'une lampe de poche"",
       'un signal audio extrêmement fort'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une lampe de poche émet de la lumière,1.0,2.0,7b06152ffc
2068,11-31,La vie végétale en décomposition prolongée alimenterait probablement notre,"{'text': array(['centrales nucléaires', 'chiens', 'motocycles', 'organismes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la formation de combustibles fossiles nécessite une végétation en décomposition,1.0,1.8,7b06152ffc
2069,11-33,Un lis veut répandre son matériel génétique autour et compte donc sur,"{'text': array(['perles', 'aide', 'shopping', 'patients'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la production de semences nécessite une pollinisation,0.8,1.8,b356d338b7
2070,11-35,Quand un chien ajuste sa température,"{'text': array(['il pantalon', ""il trouve de l'eau"", 'il transpire', 'il chemises'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le panting est quand un animal pend sa langue hors de sa bouche pour s'adapter aux températures chaudes,1.0,1.8,7b06152ffc
2071,11-36,"Une personne veut utiliser une matière première pour faire un jouet, donc elle utilise","{'text': array(['bronze', 'plastique', 'denim', 'journaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si quelque chose est une matière première alors que quelque chose vient directement d'une source,1.0,1.2,b356d338b7
2072,11-37,Une chose peut être changée au niveau chimique après,"{'text': array(['le mettre dans un arbre', 'le faire payer le loyer',
       'mettre le feu', 'le regarder à travers un miroir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les réactions chimiques provoquent des changements chimiques,1.0,2.0,b356d338b7
2073,11-38,"Une personne veut jouer une chanson mais manque d'un instrument, donc elle peut","{'text': array(['pense à un piano', 'tenir un tube de serviette en papier',
       'frappez une bande de caoutchouc', 'regardez une table'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de jouer un instrument de musique est de frapper les clés d'un piano,1.0,2.0,b356d338b7
2074,11-39,"Un laser produit une source lumineuse, qui peut être utile dans","{'text': array(['nettoyer un verre', 'pierres à jongler', 'jouer avec les félins',
       'faire la vaisselle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un laser est utilisé pour produire de la lumière,1.0,1.8,b356d338b7
2075,11-41,"Une personne a un plat chaud du four qu'elle a laissé sur le comptoir. Après quelques minutes, ils placent ce plat dans un évier rempli d'eau froide. Le plat","{'text': array(['chaudes', 'gels', 'mort', 'frissons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si un objet chaud touche une substance froide, alors cette substance refroidira probablement",1.0,1.4,b356d338b7
2076,11-44,Une grande source de chaleur peut être vue dans le,"{'text': array(['ciel', 'grotte', 'océan', ""tronc d'arbre""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le soleil est une source de chaleur appelée soleil,1.0,1.6,7189327f06
2077,11-45,Lequel des suivants peut mourir s'il fait trop froid?,"{'text': array(['café glacé', 'neige', 'ours', 'Pluton'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,si une chose vivante devient trop froide alors cette chose vivante mourra,1.0,2.0,7b06152ffc
2078,11-47,Une personne ayant besoin d'utiliser une ressource renouvelable considérerait tout sauf,"{'text': array(['énergie solaire', ""source d'eau"",
       ""mélange de gaz d'hydrocarbures"", 'énergie éolienne'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le gaz naturel est une ressource non renouvelable,1.0,2.0,b356d338b7
2079,11-48,Un nuage pourrait se former dans une maison si les conditions étaient bonnes et la vapeur pourrait,"{'text': array(['rassembler', 'fichier', 'brûlure', 'tige'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les nuages sont formés par la vapeur d'eau s'élevant et condensant,1.0,1.6,b356d338b7
2080,11-49,Une personne nourrit son maïs de vache. Ils cultivent chaque année un acre de maïs pour le troupeau. Ils ajoutent encore trente vaches à leur troupeau,"{'text': array(['brûler le maïs', 'faire pousser moins de maïs',
       'planter plusieurs acres', 'enlever quelques vaches'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"à mesure que l'utilisation d'une culture augmente, la quantité de cultures plantées augmentera",1.0,1.6,b356d338b7
2081,11-52,Quel objet serait le mieux pour chauffer au soleil ?,"{'text': array(['un panneau solaire clair', 'un panneau solaire noir',
       'un panneau solaire blanc', 'un panneau solaire invisible'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,l'absorption du soleil provoque la chaleur des objets,1.0,2.0,7b06152ffc
2082,11-53,On dirait que l'ombre de John est sous lui. Quelle heure est-il ?,"{'text': array(['9 heures', '12 heures', '12 heures', '14 heures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le soleil est situé directement au-dessus à midi,0.8,1.6,3f32b550f3
2083,11-55,Un liquide visqueux trouvé sous terre peut être fait pour créer quelque chose qui,"{'text': array(['nourrit votre chien', ""annonce l'avenir"", 'goûts comme du lait',
       'fait bouger les voitures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'huile est une source d'essence,1.0,2.0,3f32b550f3
2084,11-56,Un parent peut partager génétiquement avec un enfant de sa propre conception,"{'text': array(['de nombreuses taches de rousseur', 'nouvelles chansons',
       'grandes pizzas', 'visages stupides'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,reproduction est lorsqu'un organisme transmet l'information génétique de lui-même à sa progéniture,1.0,1.8,b356d338b7
2085,11-57,Lequel des éléments suivants est susceptible de manger des baies?,"{'text': array(['un moineau', 'un homard', 'un tigre', 'un morse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les oiseaux mangent parfois des baies,1.0,1.8,7b06152ffc
2086,11-58,"Les chloroplastes doivent être collectés, donc les scientifiques se rassemblent","{'text': array(['oeillets', 'moineaux', 'pierres', 'plumes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une cellule végétale contient des chloroplastes,1.0,1.6,b356d338b7
2087,11-61,"Comme les lapins d'un comté meurent, les renards","{'text': array(['vivre plus longtemps', 'boom démographique', 'faire de même',
       'manger des arbres'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"à mesure que la population de proies diminue, la population de prédateurs diminuera",0.8,1.8,b356d338b7
2088,11-62,"À 30 ans, l'eau est","{'text': array(['chaud', 'solide', 'extinction', 'gazeux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"point de congélation, température à laquelle un liquide gèle",0.8,2.0,7b06152ffc
2089,11-66,Roches pliées de plus en plus qui se sont développées,"{'text': array(['zones hautes', 'rivières humides', 'grands arbres',
       'chantiers herbacés'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'Himalaya ont été formés par pliage de roche,0.8,0.8,b356d338b7
2090,11-67,Le verre peut devenir un liquide si,"{'text': array(['il est cuit', 'il est congelé', 'il est amorti', 'il est teint'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"point de fusion, température au-dessus de laquelle un solide fond",1.0,2.0,b356d338b7
2091,11-68,Suralimentation,"{'text': array(['provoque une perte de poids massive',
       ""fait monter le nombre sur l'échelle"",
       'stimule le système immunitaire',
       ""fait baisser le nombre sur l'échelle""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la quantité de nourriture qu'un animal mange augmente, le poids de cet animal augmentera",1.0,2.0,a8ecf6eaeb
2092,11-72,Une personne qui s'approche d'un chien de l'autre côté d'une rue peut noter que le chien,"{'text': array(['semble minuscule quand plus proche', 'est minuscule en personne',
       ""semble plus importante après l'approche"",
       'semble plus petit vers le haut proche'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,si un objet est proche alors cet objet apparaîtra grand,1.0,2.0,b356d338b7
2093,11-75,"Une tempête ravage une ville pendant une semaine, avec des déluges de pluie. Si quelqu'un dans cette ville a besoin d'une source d'eau","{'text': array(['partout', 'manquant', 'en pénurie', 'rare'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"à mesure que la quantité de pluie augmente dans une zone, la quantité d'eau disponible dans cette zone augmentera",1.0,1.8,b356d338b7
2094,11-78,Un changement sur notre planète pourrait être,"{'text': array(['chats mangeant des souris', 'les forêts deviennent des lacs',
       'nuages pluie', 'courage des cerfs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,Un exemple de changement dans la Terre est un océan qui devient une zone boisée,0.8,1.4,b356d338b7
2095,11-79,"Un iris peut avoir des difficultés à prospérer dans un endroit aride, ou même dans un endroit gelé, parce qu'il a besoin","{'text': array(['à sécher et à conserver', 'un certain climat à boom',
       ""un seau d'eau glacée"", 'être enterré dans la neige'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une plante a besoin d'un climat spécifique pour croître et survivre,1.0,2.0,b356d338b7
2096,11-83,Une abeille pourra faire une ruche de liquide doré si elle a accès à,"{'text': array(['noisettes', 'fleurs en plastique', 'produits de fleurs',
       'couleurs peintes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les abeilles convertissent le nectar en miel,0.8,1.6,b356d338b7
2097,11-88,Quelle serait la source des roches les plus douces?,"{'text': array(['une rive', 'les falaises', 'le désert', 'les montagnes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le contact entre les roches sur de longues périodes de temps fait que les roches sont lisses,1.0,1.6,7b06152ffc
2098,11-89,Un gars peut frapper une autre personne,"{'text': array(['tombe une pierre', 'soulève un chien', 'ramasse des chaussures',
       'chante une chanson'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de frapper quelque chose est de laisser tomber un objet sur ce quelque chose,1.0,0.6,b356d338b7
2099,11-90,"La terre fait son chemin autour du soleil. En raison de la rotation constante, il est peu probable que leur apparence soit régulière.","{'text': array(['la lune', 'les océans', 'corps célestes', 'le soleil'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la Terre tournant autour du soleil fait apparaître des étoiles dans différentes zones du ciel à différents moments de l'année,1.0,1.6,b356d338b7
2100,11-92,Un mérou respirera sous la surface d'un étang parce qu'il a,"{'text': array(['conseils', 'nez', 'fentes du cou', 'ailes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les branchies sont utilisées pour respirer l'eau par les animaux aquatiques,1.0,1.4,b356d338b7
2101,11-93,Un oiseau qui pèse 20 livres volera plus facilement qu'un oiseau qui pèse,"{'text': array(['vingt quatre livres', '10 livres', '17 livres', '12 livres'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"que le poids d'un animal diminue, cet animal volera plus facilement",1.0,1.6,b356d338b7
2102,11-94,Quel serait le meilleur avantage pour les animaux dans un écoystème?,"{'text': array(['un arbre en plastique', 'une souche morte longue',
       'un nouveau germe', 'un vieux chêne'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un arbre est une source de nourriture pour les animaux dans un écosystème,1.0,1.4,7b06152ffc
2103,11-96,Un veau né en saison chaude fera quoi de mieux qu'un veau né en saison froide ?,"{'text': array(['voir', 'position', 'sens', 'fleurir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un animal né lorsque des aliments sont disponibles a un impact positif sur sa santé,0.8,0.8,b356d338b7
2104,11-97,Une vache peut voir que le fermier vient parce qu'il y a de la lumière qui fait son chemin,"{'text': array(['dans ses yeux', 'dans la lune', 'au soleil', 'dans un seau'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les yeux sont utilisés pour voir les animaux par la détection de la lumière,0.8,1.2,b356d338b7
2105,11-100,Votre système immunitaire serait moins efficace si vous n'en aviez pas assez,"{'text': array(['fausse vitamine C', 'ours gommés verts', 'temps inconscient',
       ""temps de l'ordinateur""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un humain a besoin de sommeil pour être en bonne santé,0.8,0.4,3f32b550f3
2106,11-104,Lequel des éléments suivants est le plus susceptible d'isoler l'électricité?,"{'text': array(['une boîte de soude', 'un mur de briques', ""feuille d'aluminium"",
       'une boîte de peinture'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,brique est un isolant électrique,1.0,2.0,7b06152ffc
2107,11-105,Quelle créature serait la plus à l'abri des prédateurs dans son habitat souterrain naturel?,"{'text': array(['les taupes', 'lézards', 'aigles', 'sardines'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,vivant sous terre peut être utilisé pour se cacher des prédateurs,1.0,1.8,7b06152ffc
2108,11-106,La lava sur le fond de l'océan peut s'accumuler sur elle-même. C'est là que,"{'text': array(['les oiseaux peuvent penser',
       'la masse des terres seules se développe',
       'les notes musicales sont entendues',
       'les poissons sont enterrés dans le sable'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une île est formée par la lave libérée sur le fond de l'océan au fil du temps,1.0,1.8,b356d338b7
